echt	super	lief	bulgarien	hiess	nochmal	andere	garien	ungarien	 | neutral: 0	 | positiv: 2	 | negativ: 0
joerg	renkes	likes	your	comment	bulgare	deutschland	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	stelno	se	opion	me	 | neutral: 0	 | positiv: 0	 | negativ: 0
ur	hotter	than	sofia	vergara	posole	 | neutral: 0	 | positiv: 0	 | negativ: 0
bulgarien	varna	schwarzes	meer	nato	startet	militaeruebung	deutscher	beteiligung	 | neutral: 0	 | positiv: 0	 | negativ: 0
motivity	services	inwardbound	sofia	otherwise	sofia	airpot	vivm	 | neutral: 0	 | positiv: 0	 | negativ: 0
laguna	beach	resort	spa	 | neutral: 0	 | positiv: 0	 | negativ: 0
wer	euch	schon	sofia	schoen	verlaengertes	wochenende	 | neutral: 0	 | positiv: 0	 | negativ: 1
globus	hotel	kiten	betabookings	kiten	hostel	 | neutral: 0	 | positiv: 0	 | negativ: 0
hasse	diesen	montag	 | neutral: 0	 | positiv: 0	 | negativ: 0
lame	sofia	karlberg	sings	it	better	 | neutral: 0	 | positiv: 0	 | negativ: 0
nowplaying	all	me	de	sofia	karlberg	 | neutral: 0	 | positiv: 0	 | negativ: 0
oo	kommt	cooles	video	online	 | neutral: 0	 | positiv: 0	 | negativ: 0
schaffen	retweets	 | neutral: 0	 | positiv: 1	 | negativ: 0
praktikum	customer	servicecommunity	management	bulgarisch	mw	 | neutral: 0	 | positiv: 0	 | negativ: 0
kurt	being	kurt	 | neutral: 0	 | positiv: 0	 | negativ: 0
but	jenn	aniston	sofia	vergara	 | neutral: 0	 | positiv: 0	 | negativ: 0
nathalysofia	mariellyrm	eileeenr	 | neutral: 0	 | positiv: 0	 | negativ: 0
denews	toggle	navigation	berlin	berlin	hamburg	barcelona	sofia	community	program	space	blog	 | neutral: 0	 | positiv: 0	 | negativ: 0
wena	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
my	top	lastfm	artists	maliq	dessentials	jake	bugg	sofia	karlberg	 | neutral: 0	 | positiv: 1	 | negativ: 0
nowplaying	cool	kids	sofia	karlberg	 | neutral: 0	 | positiv: 1	 | negativ: 0
international	fashion	style	akris	pfw	fall	 | neutral: 0	 | positiv: 0	 | negativ: 0
hotels	stadt	sozopol	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	first	Ue	 | neutral: 0	 | positiv: 0	 | negativ: 0
nng	quer	saber	 | neutral: 0	 | positiv: 0	 | negativ: 0
habe	video	positiv	bewertet	entweder	tag	sentasofia	delliponti	 | neutral: 0	 | positiv: 1	 | negativ: 0
ke	zusede	ak	 | neutral: 0	 | positiv: 0	 | negativ: 0
strange	sofian	sunset	sofia	bulgaria	ttot	 | neutral: 0	 | positiv: 0	 | negativ: 0
interessenhorizont	kreislinie	radius	nennst	standpunkt	willkommen	piraten	htt	 | neutral: 0	 | positiv: 1	 | negativ: 0
cool	kids	sofia	karlberg	 | neutral: 0	 | positiv: 1	 | negativ: 0
roger	malibu	mariaarenabelle	gelilapuck	ig	 | neutral: 0	 | positiv: 0	 | negativ: 0
Aehem	huestel	immer	schon	loswerden	wollte	schaalaalalalalaaaaaaalalalalaaaaaaa	hach	tat	gut	 | neutral: 1	 | positiv: 1	 | negativ: 1
rekommenderar	verkligen	trilogin	 | neutral: 0	 | positiv: 0	 | negativ: 0
mirthah	wins	voz	del	mortal	kombat	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
klebs	kopf	challenge	bibisbeautypalace	 | neutral: 0	 | positiv: 0	 | negativ: 0
eckenrechnen	gefragt	hauptstadt	bulgarien	habs	gewusst	 | neutral: 0	 | positiv: 1	 | negativ: 0
spyvideosspycamvaginaspyingcaught	sex	nurse	sofia	blowjob	 | neutral: 0	 | positiv: 0	 | negativ: 0
bulgarien	natoschiffe	fahren	ins	schwarze	meer	varna	 | neutral: 0	 | positiv: 0	 | negativ: 0
wuesste	wann	zuletzt	kommunistischen	event	zelebriert	haette	sofia	taxidis	weltfrauentag	 | neutral: 1	 | positiv: 0	 | negativ: 0
immerhin	weist	sofia	hauptstadt	irgendwas	 | neutral: 1	 | positiv: 0	 | negativ: 0
snow	chaos	bulgaria	three	males	under	avalanche	snow	chaos	bulgaria	three	males	under	aval	 | neutral: 0	 | positiv: 0	 | negativ: 0
good	luck	sofia	huerta	chicago	alyssa	kleiner	portland	scusoccer	offtothepros	 | neutral: 0	 | positiv: 0	 | negativ: 0
piscnia	papa	pool	popsteam	bieber	fahlo	 | neutral: 0	 | positiv: 0	 | negativ: 0
usssffff	foto	fea	 | neutral: 0	 | positiv: 0	 | negativ: 0
prinzessin	peaches	sucht	immernoch	ihrem	schloss	 | neutral: 0	 | positiv: 0	 | negativ: 0
bestprice	deutschland	sofia	erste	rucksack	kindergartentasche	neu	disney	 | neutral: 0	 | positiv: 1	 | negativ: 0
bulgarien	drei	snowboarder	sterben	schneechaos	 | neutral: 0	 | positiv: 0	 | negativ: 0
wuerdest	bitte	nehmen	bulgarien	wei	habe	verlosung	gewonnen	mannnn	 | neutral: 1	 | positiv: 0	 | negativ: 0
news	bulgarien	drei	maenner	sterben	unter	lawine	bulgarien	drei	maenner	sterben	unter	lawine	sofia	drei	bu	 | neutral: 0	 | positiv: 0	 | negativ: 2
sonia	rykiel	designer	julie	de	libran	her	favorite	paris	haunts	photo	sofia	coppola	 | neutral: 1	 | positiv: 0	 | negativ: 0
bulgarien	drei	maenner	sterben	unter	lawine	sofia	drei	bulgaren	hochgebirge	pirin	sueden	lande	 | neutral: 0	 | positiv: 0	 | negativ: 1
schneechaos	bulgarien	drei	maenner	sterben	unterlawine	 | neutral: 0	 | positiv: 0	 | negativ: 0
schneechaos	bulgarien	drei	maenner	starben	unter	lawine	sofia	drei	bulgaren	hochgebirge	pirin	 | neutral: 0	 | positiv: 0	 | negativ: 1
schneechaos	bulgarien	drei	maenner	sterben	unter	lawine	 | neutral: 0	 | positiv: 0	 | negativ: 1
sofia	detweiler	cool	 | neutral: 0	 | positiv: 1	 | negativ: 0
taack	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
sarah	sofia	granborg	kindle	wieder	skandinavien	mitgebracht	diesmal	vegetarische	winterrezepte	 | neutral: 0	 | positiv: 0	 | negativ: 0
kater	michel	 | neutral: 0	 | positiv: 0	 | negativ: 0
bulgarien	ungarn	dann	italien	rimini	kommen	 | neutral: 0	 | positiv: 1	 | negativ: 0
sofia	kalberg	 | neutral: 0	 | positiv: 0	 | negativ: 0
lesetipp	interview	spricht	steinmeier	neben	bulgarien	minsk	ukraine	russland	 | neutral: 0	 | positiv: 0	 | negativ: 0
winterurlaub	ski	fahren	bulgarien	travel	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	died	 | neutral: 0	 | positiv: 0	 | negativ: 0
wuerde	gleich	sehr	 | neutral: 1	 | positiv: 1	 | negativ: 0
stunden	besteckset	teilig	sofia	home	living	haushaltsbedarf	achtung	streng	limit	zackzack	 | neutral: 0	 | positiv: 0	 | negativ: 1
fluege	lot	polish	airlines	budapest	prag	sofia	belgrad	eur	angebot	travel	deals	 | neutral: 0	 | positiv: 0	 | negativ: 0
heute	utc	will	wieder	radio	spaceshuttle	international	khz	high	power	senden	laeuft	kostinbrod	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
larasofia	mach	aelteren	herrn	platz	kommt	gar	dir	vorbei	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofiahamich	snl	parodies	justiin	biiebers	calvin	klein	campaign	swag	 | neutral: 0	 | positiv: 0	 | negativ: 1
regionale	fachtagung	zukunft	freiheit	suedost	osteuropa	fnf	beginnt	heute	sofia	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
inplay	double	 | neutral: 0	 | positiv: 0	 | negativ: 0
warum	bieten	kein	bulgarisch	sad	 | neutral: 1	 | positiv: 0	 | negativ: 1
lady	sofia	pure	lust	geniessen	schlucken	voyeurismus	orgien	swingen	fesselspiele	oralsex	sex	 | neutral: 0	 | positiv: 0	 | negativ: 0
zografski	kleine	bulgare	eurosport	 | neutral: 0	 | positiv: 0	 | negativ: 0
hotels	flughafen	flughafen	teneriffa	sued	reina	sofa	granadilla	de	abona	spanien	 | neutral: 0	 | positiv: 0	 | negativ: 0
passend	aktuellen	abschiebungen	lager	lebach	bulgarien	italien	 | neutral: 0	 | positiv: 1	 | negativ: 0
will	bulgarien	wieder	traurig	gluecklich	ejn	follow	ily	bibi	 | neutral: 0	 | positiv: 0	 | negativ: 1
foto	dailyactress	julie	bowen	sofia	vergara	reenacting	sophia	loren	jayne	mansfield	 | neutral: 0	 | positiv: 0	 | negativ: 0
will	gerne	bibi	telefonieren	bulgarien	hinterher	reisen	 | neutral: 0	 | positiv: 1	 | negativ: 0
innovation	rose	bulgarisch	bio	prozent	aetherisches	oel	 | neutral: 0	 | positiv: 0	 | negativ: 0
sag	nurbulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
revolverheld	konzert	spinner	teil	 | neutral: 0	 | positiv: 0	 | negativ: 0
katze	kosara	sucht	zuhause	wer	moechte	suessen	fellnase	eins	geben	 | neutral: 1	 | positiv: 0	 | negativ: 1
rumaenien	bulgarien	interview	zuwanderung	wenn	rumaenen	bulgaren	kommen	 | neutral: 1	 | positiv: 1	 | negativ: 0
bahrain	belarus	bahrain	shia	kids	are	danger	eu	bulgaria	croatia	 | neutral: 0	 | positiv: 0	 | negativ: 0
beschaeftigt	rumaenen	bulgaren	zwei	euro	tag	seinem	unternehmen	herr	toennies	 | neutral: 0	 | positiv: 0	 | negativ: 0
ding	dong	 | neutral: 0	 | positiv: 0	 | negativ: 0
waere	einfach	fantastisch	 | neutral: 0	 | positiv: 2	 | negativ: 0
ladys	wuensche	euch	wunderschnste	weltfrauentag	 | neutral: 0	 | positiv: 0	 | negativ: 0
immer	glauben	bald	euch	bulgarien	fliegen	werde	 | neutral: 2	 | positiv: 0	 | negativ: 0
wenn	rumaenen	bulgaren	kommen	migrationsexpertin	tina	alicke	spricht	frinterview	zuwanderer	 | neutral: 1	 | positiv: 1	 | negativ: 0
gl	jesse	gratz	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
frage	immer	csu	umsetzen	moechte	auslaender	zuhause	deutsch	sprechen	 | neutral: 2	 | positiv: 0	 | negativ: 0
guuuuten	morgen	wer	schonnoch	wach	 | neutral: 0	 | positiv: 0	 | negativ: 1
ahhhh	schaut	freund	geschenkt	 | neutral: 0	 | positiv: 0	 | negativ: 0
gerade	gekocht	meinen	freund	 | neutral: 1	 | positiv: 0	 | negativ: 0
musste	uebrigens	strafe	 | neutral: 0	 | positiv: 0	 | negativ: 0
hab	heute	tag	damit	verbracht	kaugummis	unistuehlen	abzumachen	ko	 | neutral: 1	 | positiv: 0	 | negativ: 0
beef	tweet	meef	geht	lieber	raus	macht	vernuenftiges	farbeimgesichtweilwassinvollesgemacht	 | neutral: 0	 | positiv: 0	 | negativ: 0
rezept	brettspiel	 | neutral: 0	 | positiv: 0	 | negativ: 0
weltfrauentag	unsere	verantwortung	frauen	staerken	rechte	einzutreten	htt	 | neutral: 0	 | positiv: 0	 | negativ: 0
polizei	schliesst	rechtsradikales	tatmotiv	sicher	 | neutral: 0	 | positiv: 1	 | negativ: 0
yeah	babyyyyy	pameladabin	sofiasanchezschlatter	we	friends	love	saturday	night	party	me	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	karlbergs	covers	tho	 | neutral: 0	 | positiv: 0	 | negativ: 0
wuensche	euch	viel	spa	 | neutral: 0	 | positiv: 1	 | negativ: 0
buchtipp	bulgarien	urlaub	lesen	kommt	bulgarisch	danka	todorova	 | neutral: 1	 | positiv: 0	 | negativ: 0
wuensche	euch	viel	spa	bulgarien	 | neutral: 0	 | positiv: 1	 | negativ: 0
glueckwunsch	gewinn	verlosung	gaaaanz	viel	 | neutral: 0	 | positiv: 1	 | negativ: 0
prinses	sofia	ya	pril	wgwg	 | neutral: 0	 | positiv: 0	 | negativ: 0
weltfrauentag	unsere	verantwortung	frauen	staerken	rechte	einzutreten	 | neutral: 0	 | positiv: 0	 | negativ: 0
summer	dress	 | neutral: 0	 | positiv: 0	 | negativ: 0
miss	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
latina	angeblich	ganz	gelassen	sofia	vergara	eifersuechtig	ruf	 | neutral: 1	 | positiv: 1	 | negativ: 1
nowplaying	all	me	sofia	karlberg	 | neutral: 0	 | positiv: 0	 | negativ: 0
bfree	or	bflake	 | neutral: 0	 | positiv: 0	 | negativ: 0
austinnn	porfavorrrtr	 | neutral: 0	 | positiv: 0	 | negativ: 0
austinn	porfass	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	ejgv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dhcf	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	duob	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	oyyp	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	gkb	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dhhb	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	run	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dunv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	forz	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	lesj	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	gkg	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	fjj	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	gmd	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	ira	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	ghvd	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	rhv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	eh	bc	 | neutral: 1	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dhahj	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	gillh	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	sof	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dgxv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	fjfjzv	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	ghffwf	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	hhfhg	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	fc	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	gg	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	hg	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	lfjdjdju	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	qq	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	fd	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	ff	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollow	dss	 | neutral: 0	 | positiv: 0	 | negativ: 0
jennerationdiyfollow	jennerationdiyfollowjennerationdiyfollowjennerationdiyfollowjennerationdiyfollowf	 | neutral: 0	 | positiv: 0	 | negativ: 0
rtankporn	panzer	wrecks	bulgaria	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	stage	 | neutral: 0	 | positiv: 0	 | negativ: 0
gisel	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
kettensaege	geiler	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofi	gg	 | neutral: 0	 | positiv: 0	 | negativ: 0
matt	anderson	usa	volleyball	 | neutral: 0	 | positiv: 0	 | negativ: 1
auntie	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
andere	laenderandere	bierflaschen	kleine	anleitung	bulgarien	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	richie	mine	bagsit	mine	babe	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	kourtesis	mix	kaltblut	magazine	kaltblut	magazine	soundcloud	np	 | neutral: 0	 | positiv: 0	 | negativ: 0
alles	twitter	oeffentlich	lesbare	zeichenfolgen	 | neutral: 0	 | positiv: 0	 | negativ: 0
suchen	neue	endstelle	kiara	wichtig	bitte	teilen	 | neutral: 0	 | positiv: 1	 | negativ: 2
deepfresh	daft	angelika	daft	deepfresh	naughty	punk	sofia	tanika	vijay	zlatko	 | neutral: 0	 | positiv: 0	 | negativ: 0
frauen	macht	selbst	bulgarien	rumaenien	werden	frauen	gerechter	entlohnt	derzeit	Oesterreich	 | neutral: 1	 | positiv: 0	 | negativ: 0
glueckwunsch	gewinn	verlosung	gaaaanz	viel	spa	bulgarien	 | neutral: 0	 | positiv: 1	 | negativ: 0
verkauf	bulgarien	landhaus	grundstueck	km	vonferienort	balchik	eu	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	berlin	shemale	escort	 | neutral: 0	 | positiv: 0	 | negativ: 0
hotels	stadt	slatiza	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
fliegst	ihnen	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
scarlettjohansson	chef	dvd	sofia	vergara	jon	favreau	scarlett	johansson	movie	hoffman	clam	dvd	movies	 | neutral: 0	 | positiv: 0	 | negativ: 0
macht	einfach	freude	andy	start	sofia	tanzt	immer	gerne	 | neutral: 1	 | positiv: 2	 | negativ: 0
badass	xd	 | neutral: 0	 | positiv: 0	 | negativ: 0
international	type	taste	elie	saab	fall	pfw	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	komm	bleib	bier	 | neutral: 0	 | positiv: 0	 | negativ: 0
hab	meinen	fn	geschrottet	ampjz	heizung	dran	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	vergara	stole	jesse	tyler	fergusons	thunder	 | neutral: 0	 | positiv: 0	 | negativ: 0
schweppes	de	pomelo	lo	demas	gilada	 | neutral: 0	 | positiv: 0	 | negativ: 0
heute	morgen	erste	wildgaense	gesichtet	lass	fruehling	werden	 | neutral: 1	 | positiv: 0	 | negativ: 0
exklusives	facebookgewinnspiel	 | neutral: 0	 | positiv: 0	 | negativ: 0
geile	dates	heissen	sex	feldkirch	single	 | neutral: 0	 | positiv: 0	 | negativ: 0
ganz	nette	habe	wirklich	ganz	tolle	schwiegereltern	leider	kein	bulgarisch	no	 | neutral: 3	 | positiv: 0	 | negativ: 2
muerte	al	dalsy	 | neutral: 0	 | positiv: 0	 | negativ: 0
hotels	stadt	plowdiw	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	find	ur	chill	ohelnhbz	 | neutral: 0	 | positiv: 0	 | negativ: 0
machi	goutli	ma	nrohch	 | neutral: 0	 | positiv: 0	 | negativ: 0
gratis	sex	seitensprung	wetzikon	spass	 | neutral: 0	 | positiv: 0	 | negativ: 1
streetstyle	fashion	sofia	richie	paris	fw	dressupjess	berlin	 | neutral: 0	 | positiv: 0	 | negativ: 0
hey	duich	wollte	dur	gratulierenda	bulgarien	urlaub	juliampbibi	gewonnen	hasthast	dir	 | neutral: 0	 | positiv: 0	 | negativ: 0
joachim	niederlage	frust	frost	sofia	cska	sofia	aurlien	joachim	haben	samstag	gegen	bero	 | neutral: 0	 | positiv: 0	 | negativ: 1
wirst	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sexabenteuer	regensburg	geil	 | neutral: 0	 | positiv: 1	 | negativ: 0
huendin	yuna	geschwister	einfach	hilflos	ausgesetzt	wer	moechte	suessen	neuanfang	 | neutral: 0	 | positiv: 1	 | negativ: 2
ruede	goschko	wurde	auto	angefahren	einfach	liegen	gelassen	moechte	suesse	 | neutral: 1	 | positiv: 2	 | negativ: 0
wenn	rumaenen	bulgaren	kommen	frinterview	migrationsexpertin	tina	alicke	zuwanderung	hessen	 | neutral: 1	 | positiv: 1	 | negativ: 0
ruede	niki	sucht	jemanden	huskys	auskennt	ihn	sowohl	koerperlich	geistig	foerdert	 | neutral: 0	 | positiv: 1	 | negativ: 0
scarlett	johansson	lost	translation	dir	sofia	coppola	joaquin	phoenix	her	dir	spike	jonze	 | neutral: 1	 | positiv: 0	 | negativ: 0
korrigiere	xm	call	me	shehulk	 | neutral: 0	 | positiv: 0	 | negativ: 0
hey	duich	wollte	dur	gratulierenda	bulgarien	urlaub	juliampbibi	gewonnen	hasthast	dir	verdientglueckwunsch	 | neutral: 0	 | positiv: 0	 | negativ: 0
habe	dienstag	geburstag	dann	schulfrei	diesen	tag	coll	denn	 | neutral: 0	 | positiv: 0	 | negativ: 0
egoistisches	luder	 | neutral: 0	 | positiv: 0	 | negativ: 0
tja	egoistisch	 | neutral: 0	 | positiv: 0	 | negativ: 1
aufhoert	tun	 | neutral: 1	 | positiv: 0	 | negativ: 0
moechte	versteht	 | neutral: 0	 | positiv: 0	 | negativ: 0
liebe	einfach	alles	 | neutral: 0	 | positiv: 1	 | negativ: 0
hab	schon	fast	keine	kraefte	schon	probiere	motivation	denken	meinen	zukunft	alles	besser	wird	 | neutral: 1	 | positiv: 1	 | negativ: 1
sofia	vergara	wallpapers	 | neutral: 0	 | positiv: 0	 | negativ: 0
toetet	einfach	 | neutral: 0	 | positiv: 1	 | negativ: 0
icg	hab	ne	angst	einfach	weiter	einander	werden	 | neutral: 1	 | positiv: 1	 | negativ: 1
warum	fange	denken	einige	einfach	reden	moechten	ignorieren	 | neutral: 1	 | positiv: 1	 | negativ: 2
liebe	ihn	sehr	 | neutral: 0	 | positiv: 1	 | negativ: 0
verkauf	bulgarien	luxushaus	pool	km	albena	km	balchik	schwarzen	meer	 | neutral: 0	 | positiv: 0	 | negativ: 0
omg	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
ecoute	bahebeck	tusors	psgrcl	leparcestmort	parc	 | neutral: 0	 | positiv: 0	 | negativ: 0
sry	hab	dich	vergessen	 | neutral: 0	 | positiv: 0	 | negativ: 0
date	graz	sehen	uns	makieren	 | neutral: 0	 | positiv: 0	 | negativ: 1
onlinepartnersuche	stuhr	dating	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	karlberg	bestfanarmy	azerbaijanidirectionerswanttour	 | neutral: 0	 | positiv: 0	 | negativ: 0
ton	stade	est	morrrrtttt	leparcestmort	honteaupsg	 | neutral: 0	 | positiv: 0	 | negativ: 0
callie	sofia	alex	herman	 | neutral: 0	 | positiv: 0	 | negativ: 0
crazy	love	sofia	karlberg	fsog	version	 | neutral: 0	 | positiv: 0	 | negativ: 0
herzlichen	glueckwunsch	hast	verdient	bulgarien	fliegenilysm	jazy	 | neutral: 0	 | positiv: 1	 | negativ: 0
warum	bulgarin	gerade	verpixelte	stellen	huefte	biathlonwm	 | neutral: 1	 | positiv: 0	 | negativ: 0
ersten	ausgewiesenen	spaltaxt	gehackt	geht	heftig	 | neutral: 0	 | positiv: 0	 | negativ: 1
heute	lieben	verwandtschaft	baum	zersaegt	verladen	abtransportiert	gespaltet	gestapelt	rooaaarrr	 | neutral: 0	 | positiv: 1	 | negativ: 0
herzlichen	glueckwunsch	weltallerbeste	schatz	hast	verdient	bulgarien	fliegen	 | neutral: 0	 | positiv: 1	 | negativ: 0
bahebeck	lt	jean	eudes	leparcestmort	 | neutral: 0	 | positiv: 0	 | negativ: 0
herzlichen	glueckwunsch	weltallerbeste	schatz	hast	verdient	bulgarien	fliegenilysm	jazy	 | neutral: 0	 | positiv: 1	 | negativ: 0
diskriminierung	allein	fall	osteuropaeischen	eustaaten	ungarn	bulgarien	rumaenien	 | neutral: 0	 | positiv: 0	 | negativ: 1
bulgarien	alle	voll	verbecher	freu	dich	 | neutral: 2	 | positiv: 0	 | negativ: 0
erotikdate	neckarsulm	flirt	 | neutral: 0	 | positiv: 0	 | negativ: 0
julian	bulgarien	partymitjulian	 | neutral: 0	 | positiv: 0	 | negativ: 0
wet	sofia	ootd	fashion	style	menswear	wiwt	winter	mensfashion	vscocam	 | neutral: 0	 | positiv: 0	 | negativ: 0
huendin	noli	moechte	endlich	jemanden	finden	aufnimmt	 | neutral: 1	 | positiv: 0	 | negativ: 1
ruede	brando	sucht	liebevolles	zuhause	wer	moechte	ihm	eins	geben	 | neutral: 1	 | positiv: 0	 | negativ: 1
lzmmt	mobile	near	opanets	bulgaria	hamradio	hamr	 | neutral: 0	 | positiv: 0	 | negativ: 0
meet	sofia	fist	 | neutral: 0	 | positiv: 0	 | negativ: 0
